"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"289","RT @Echinanews: #Azerbaijan began mass #vaccination on Monday with vaccines from China's #Sinovac Biotech, according to state-run news agen…",FALSE,0,NA,2021-01-19 01:21:25,FALSE,NA,"1351338942575083520",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MagnarHu",9,TRUE,FALSE,NA,NA
"290","#Azerbaijan began mass #vaccination on Monday with vaccines from China's #Sinovac Biotech, according to state-run n… https://t.co/bWryNeLrDU",FALSE,44,NA,2021-01-19 01:20:00,TRUE,NA,"1351338586105237504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Echinanews",9,FALSE,FALSE,NA,NA
"291","Why is reporting vaccine deaths ""irresponsibly spreading scare stories""? @gadyepstein
China's vaccines have not kil… https://t.co/SnN38bpONV",FALSE,4,NA,2021-01-19 00:59:51,TRUE,NA,"1351333518022852608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mariocavolo",1,FALSE,FALSE,NA,NA
"292","RT @shen_shiwei: 🇦🇿#Azerbaijan to begin mass vaccinations with #China's #Sinovac vaccine on Jan. 18, announced Shahmar Movsumov, Azerbaijan…",FALSE,0,NA,2021-01-19 00:50:56,FALSE,NA,"1351331271478112257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","haynes_ranada",68,TRUE,FALSE,NA,NA
"293","RT @AlArabiya_Eng: ICYMI: #China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 perc…",FALSE,0,NA,2021-01-19 00:00:52,FALSE,NA,"1351318674095837188",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fadli_tamam",4,TRUE,FALSE,NA,NA
"294","RT @AlArabiya_Eng: ICYMI: #China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 perc…",FALSE,0,NA,2021-01-19 00:00:35,FALSE,NA,"1351318600385228802",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gnuseibeh",4,TRUE,FALSE,NA,NA
"295","RT @AlArabiya_Eng: ICYMI: #China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 perc…",FALSE,0,NA,2021-01-18 23:58:55,FALSE,NA,"1351318181890064386",NA,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>","CoronaUpdateBot",4,TRUE,FALSE,NA,NA
"296","ICYMI: #China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20… https://t.co/owZYBKZr6r",FALSE,4,NA,2021-01-18 23:58:50,TRUE,NA,"1351318158980894720",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","AlArabiya_Eng",4,FALSE,FALSE,NA,NA
"297","RT @shen_shiwei: #Turkey has begun its roll-out of a coronavirus #vaccine from #China’s #Sinovac Biotech, starting with health workers. Tur…",FALSE,0,NA,2021-01-18 23:37:38,FALSE,NA,"1351312827160543233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AliHumdani",20,TRUE,FALSE,NA,NA
"298","RT @Geeta_Mohan: Brazil is starting nation-wide vaccination with Chinese Sinovac vaccine produced locally by São Paulo state. 

#COVID19 #C…",FALSE,0,NA,2021-01-18 23:30:58,FALSE,NA,"1351311147962564609",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mark45dominic",3,TRUE,FALSE,NA,NA
"299","RT @shen_shiwei: 🇦🇿#Azerbaijan to begin mass vaccinations with #China's #Sinovac vaccine on Jan. 18, announced Shahmar Movsumov, Azerbaijan…",FALSE,0,NA,2021-01-18 23:07:54,FALSE,NA,"1351305343607869440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sangayx",68,TRUE,FALSE,NA,NA
"300","This is why it os important to know a bit of statistics. #Sinovac vaccine https://t.co/8iu9aSlUYY",FALSE,0,NA,2021-01-18 23:04:58,FALSE,NA,"1351304603569172481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sillenojunior",0,FALSE,FALSE,NA,NA
"301","RT @shen_shiwei: “Many countries are already using vaccines, including those of #China, #Sinopharm and #Sinovac, which are our necessities…",FALSE,0,NA,2021-01-18 20:00:23,FALSE,NA,"1351258153254412289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YAN_YAN1206",13,TRUE,FALSE,NA,NA
"302","RT @PeninsulaQatar: #China's #Sinovac Biotech said on Monday that a clinical trial in #Brazil showed its #COVID19 vaccine was almost 20 per…",FALSE,0,NA,2021-01-18 19:52:36,FALSE,NA,"1351256193382150145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mehmet_1326",3,TRUE,FALSE,NA,NA
"303","RT @RasdLtd: Which #Covid-19 vaccination, if any, would you prefer to take? Feel free to elaborate on the matter below in the comments sect…",FALSE,0,NA,2021-01-18 19:42:20,FALSE,NA,"1351253611095994368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanaKaskas",2,TRUE,FALSE,NA,NA
"304","#Sinovac says Covid-19 vaccine efficacy improves 20 percent if dosing interval upped by 7 days — RT World News… https://t.co/Dy1Rwomq5a",FALSE,0,NA,2021-01-18 19:08:04,TRUE,NA,"1351244988781371395",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wezlangdon",0,FALSE,FALSE,NA,NA
"305","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-18 18:46:23,FALSE,NA,"1351239531140415496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fahad_PTI",10,TRUE,FALSE,NA,NA
"306","Brazil OKs two #COVID-19 #vaccines, starts rollout https://t.co/9Kve6zHbvl @MarketWatch #Sinovac #AstraZeneca #OxfordUniversity",FALSE,0,NA,2021-01-18 18:35:03,FALSE,NA,"1351236677717647364",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","PlexusVentures",0,FALSE,FALSE,NA,NA
"307","#China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 percen… https://t.co/rjQm7uOJEa",FALSE,0,NA,2021-01-18 18:16:21,TRUE,NA,"1351231974137081856",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NewTRNewsAgency",0,FALSE,FALSE,NA,NA
"308","@thewatchfullynx @HoochLemonBrew Couldnt survive without you #Sinovac Thank you...",FALSE,1,"thewatchfullynx",2021-01-18 18:13:42,FALSE,"1351227924498821137","1351231307003678724","1112703921796059136","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Soonerbayram",0,FALSE,FALSE,NA,NA
"309","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-18 18:13:18,FALSE,NA,"1351231204113199107",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fchaumac_chau",10,TRUE,FALSE,NA,NA
"310","RT @AlArabiya_Eng: #China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 percentage…",FALSE,0,NA,2021-01-18 18:01:55,FALSE,NA,"1351228338975731713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fredbteich",2,TRUE,FALSE,NA,NA
"311","RT @AlArabiya_Eng: #China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 percentage…",FALSE,0,NA,2021-01-18 17:58:40,FALSE,NA,"1351227523431096338",NA,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>","CoronaUpdateBot",2,TRUE,FALSE,NA,NA
"312","#China’s #Sinovac Biotech says that a clinical trial in Brazil showed its #coronavirus vaccine was almost 20 percen… https://t.co/mWX63ReGLr",FALSE,5,NA,2021-01-18 17:58:35,TRUE,NA,"1351227500215595008",NA,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","AlArabiya_Eng",2,FALSE,FALSE,NA,NA
"313","#China's #sinovac Brazil data shows actual efficacy LESS than 50%. I feel sorry for citizens of #Brazil,… https://t.co/II8vWZIJQH",FALSE,0,NA,2021-01-18 17:44:22,TRUE,NA,"1351223921677398019",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","viper202020",0,FALSE,FALSE,NA,NA
"314","#Brazilian nurse Monica Calazans, 54, became the first Brazilian to be vaccinated against #COVID19 on Sunday after… https://t.co/8SolkCmscC",FALSE,0,NA,2021-01-18 16:59:38,TRUE,NA,"1351212665138524167",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PoliticalBurea1",0,FALSE,FALSE,NA,NA
"315","RT @ChinaEmbSL: Highest int'l confidence on Chinese vaccines:

#Sinovac :
1. Turkish President @RTErdogan , 2021-1-14
2. Indonesian Preside…",FALSE,0,NA,2021-01-18 16:59:11,FALSE,NA,"1351212554605965312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChristinaMok3",51,TRUE,FALSE,NA,NA
"316","Turkish couple they help develop Pfizer vaccine but in Turkey country they used sinovac vaccine😱😱😱why o why😬… https://t.co/j6sCWCtckO",FALSE,1,NA,2021-01-18 16:56:55,TRUE,NA,"1351211982679121921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myloveserkan",1,FALSE,FALSE,NA,NA
"317","RT @Geeta_Mohan: Brazil is starting nation-wide vaccination with Chinese Sinovac vaccine produced locally by São Paulo state. 

#COVID19 #C…",FALSE,0,NA,2021-01-18 16:50:04,FALSE,NA,"1351210260233674759",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Heishi_IN",3,TRUE,FALSE,NA,NA
"318","RT @shen_shiwei: #Turkey has begun its roll-out of a coronavirus #vaccine from #China’s #Sinovac Biotech, starting with health workers. Tur…",FALSE,0,NA,2021-01-18 16:43:00,FALSE,NA,"1351208479164403718",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","buland_yousuf",20,TRUE,FALSE,NA,NA
"319","Brazil is starting nation-wide vaccination with Chinese Sinovac vaccine produced locally by São Paulo state.… https://t.co/W3G9xUvtRS",FALSE,10,NA,2021-01-18 16:39:23,TRUE,NA,"1351207567758946307",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Geeta_Mohan",3,FALSE,FALSE,NA,NA
"320","RT @PeninsulaQatar: #China's #Sinovac Biotech said on Monday that a clinical trial in #Brazil showed its #COVID19 vaccine was almost 20 per…",FALSE,0,NA,2021-01-18 16:29:30,FALSE,NA,"1351205082390528001",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","EMEKLIDR",3,TRUE,FALSE,NA,NA
"321","RT @PeninsulaQatar: #China's #Sinovac Biotech said on Monday that a clinical trial in #Brazil showed its #COVID19 vaccine was almost 20 per…",FALSE,0,NA,2021-01-18 16:25:36,FALSE,NA,"1351204099002425344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ozlemyildiz1881",3,TRUE,FALSE,NA,NA
"322","#China's #Sinovac Biotech said on Monday that a clinical trial in #Brazil showed its #COVID19 vaccine was almost 20… https://t.co/BgbrMSiITg",FALSE,8,NA,2021-01-18 16:00:01,TRUE,NA,"1351197663534981126",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PeninsulaQatar",3,FALSE,FALSE,NA,NA
"323","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-18 15:57:01,FALSE,NA,"1351196906328895494",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CaoYi_MFA",10,TRUE,FALSE,NA,NA
"324","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-18 15:49:10,FALSE,NA,"1351194931700920323",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","buland_yousuf",10,TRUE,FALSE,NA,NA
"325","RT @shen_shiwei: #Turkey has begun its roll-out of a coronavirus #vaccine from #China’s #Sinovac Biotech, starting with health workers. Tur…",FALSE,0,NA,2021-01-18 15:48:44,FALSE,NA,"1351194822644805632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YAN_YAN1206",20,TRUE,FALSE,NA,NA
"326","RT @PDChina: #Brazilian nurse Monica Calazans, 54, became the first Brazilian to be vaccinated against #COVID19 on Sunday after Brazilian h…",FALSE,0,NA,2021-01-18 15:41:22,FALSE,NA,"1351192967575445505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Incrediblesale1",51,TRUE,FALSE,NA,NA
"327","RT @shen_shiwei: On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed by #Chin…",FALSE,0,NA,2021-01-18 15:34:00,FALSE,NA,"1351191115635040256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Incrediblesale1",10,TRUE,FALSE,NA,NA
"328","On 18 Jan.,🇦🇿#Azerbaijan has started vaccinating its citizens against #COVID19, using #Sinovac #vaccine developed b… https://t.co/hK5BwSO2B7",FALSE,36,NA,2021-01-18 15:32:56,TRUE,NA,"1351190845362495491",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shen_shiwei",10,FALSE,FALSE,NA,NA
"329","RT @shen_shiwei: 🇦🇿#Azerbaijan to begin mass vaccinations with #China's #Sinovac vaccine on Jan. 18, announced Shahmar Movsumov, Azerbaijan…",FALSE,0,NA,2021-01-18 15:27:55,FALSE,NA,"1351189583631945728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ros123454",68,TRUE,FALSE,NA,NA
"330","RT @PDChina: #Brazilian nurse Monica Calazans, 54, became the first Brazilian to be vaccinated against #COVID19 on Sunday after Brazilian h…",FALSE,0,NA,2021-01-18 15:06:44,FALSE,NA,"1351184255636938759",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YAN_YAN1206",51,TRUE,FALSE,NA,NA
"331","#Sinovac customer input from Philippines. https://t.co/JqD4rj7QqX",FALSE,0,NA,2021-01-18 15:04:30,FALSE,NA,"1351183689775013889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CagdasUngor",0,FALSE,FALSE,NA,NA
"332","RT @Chinaembmanila: Brazilian health regulator Anvisa on Sunday approved emergency use of COVID-19 vaccines from China’s #Sinovac Biotech L…",FALSE,0,NA,2021-01-18 15:04:27,FALSE,NA,"1351183680581074951",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CEEC86_Shuang",1,TRUE,FALSE,NA,NA
"333","Sinovac says its COVID-19 vaccine more effective with longer dosing interval #astrazeneca #dosinginterval #brazil… https://t.co/yQYiY7T8fw",FALSE,0,NA,2021-01-18 14:59:10,TRUE,NA,"1351182348155564046",NA,"<a href=""http://www.tobeannounced.com"" rel=""nofollow"">News Users</a>","upstractcom",0,FALSE,FALSE,NA,NA
"334","RT @globaltimesnews: Brazil on Sunday started national inoculation with #Sinovac's vaccine – the only one available so far due to a delay i…",FALSE,0,NA,2021-01-18 14:42:52,FALSE,NA,"1351178248923865089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whokilledisac",6,TRUE,FALSE,NA,NA
"335","RT @globaltimesnews: Brazil on Sunday started national inoculation with #Sinovac's vaccine – the only one available so far due to a delay i…",FALSE,0,NA,2021-01-18 14:42:22,FALSE,NA,"1351178122872369156",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Abezethibou",6,TRUE,FALSE,NA,NA
"336","RT @globaltimesnews: Brazil on Sunday started national inoculation with #Sinovac's vaccine – the only one available so far due to a delay i…",FALSE,0,NA,2021-01-18 14:40:38,FALSE,NA,"1351177683389050890",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RobertCettl",6,TRUE,FALSE,NA,NA
"337","RT @globaltimesnews: Brazil on Sunday started national inoculation with #Sinovac's vaccine – the only one available so far due to a delay i…",FALSE,0,NA,2021-01-18 14:40:18,FALSE,NA,"1351177600794824705",NA,"<a href=""https://pesarika.co.ke"" rel=""nofollow"">Corona Updates EA</a>","vmrwanda",6,TRUE,FALSE,NA,NA
"338","Brazil on Sunday started national inoculation with #Sinovac's vaccine – the only one available so far due to a dela… https://t.co/2TThJwBiuw",FALSE,28,NA,2021-01-18 14:40:02,TRUE,NA,"1351177535825072132",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","globaltimesnews",6,FALSE,FALSE,NA,NA
"339","Looks like #ChinaCCP rushed this #Sinovac a bit.  https://t.co/UjSYixyE7I",FALSE,0,NA,2021-01-18 14:29:51,FALSE,NA,"1351174970517422081",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","svmejia",0,FALSE,FALSE,NA,NA
"340","@globaltimesnews #Sinovac is only 50.4% accuracy. Which means the vaccine will not work half of the times 😂… https://t.co/YI1MtN44OI",FALSE,2,"globaltimesnews",2021-01-18 14:26:00,TRUE,"1351166558995931137","1351174002044264449","49616273","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","intrepid_dude",0,FALSE,FALSE,NA,NA
"341","This is real good news for the #Philippines on #vaccine and possible recovery of our recovery, #Sinovac RT https://t.co/TcSGJF6J0U",FALSE,1,NA,2021-01-18 14:20:16,FALSE,NA,"1351172559581175809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WilsonLeeFlores",0,FALSE,FALSE,NA,NA
"342","Efficacy estimates for Chinese #Covid19vaccines diverge widely. #Sinopharm claims 79% without providing details on… https://t.co/0ieGyFa9oq",FALSE,0,NA,2021-01-18 14:02:00,TRUE,NA,"1351167962275852291",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CHEManager_EU",0,FALSE,FALSE,NA,NA
"343","RT @pnagovph: Presidential Spokesperson Harry Roque made this assurance insisting that #Sinovac has accorded the “best price” to the Philip…",FALSE,0,NA,2021-01-18 13:50:59,FALSE,NA,"1351165190885224448",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ronbotvidal",4,TRUE,FALSE,NA,NA
"344","RT @WPalaver: 23 die in Norway after receiving Pfizer Covid-19 vaccine

#vaccine #Pfizer #PfizerBioNTech #Sinovac #SputnikV #CoronavirusVac…",FALSE,0,NA,2021-01-18 13:23:55,FALSE,NA,"1351158378559655943",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WPalaver",2,TRUE,FALSE,NA,NA
"345","@BangkokPostNews Our officials in the #Philippines particularly Galvez and Roque, are claiming the price you mentio… https://t.co/gWTmynjRa8",FALSE,0,"BangkokPostNews",2021-01-18 12:56:20,TRUE,NA,"1351151439389876224","20583561","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LanFear77",0,FALSE,FALSE,NA,NA
"346","RT @PDChina: #Brazilian nurse Monica Calazans, 54, became the first Brazilian to be vaccinated against #COVID19 on Sunday after Brazilian h…",FALSE,0,NA,2021-01-18 12:53:59,FALSE,NA,"1351150847514865667",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dlcmh",51,TRUE,FALSE,NA,NA
"347","RT @IlkhaAgency: Coronavirus worldwide: The number of confirmed cases reaches 95,491,215 #CoronaVac #Sinovac #pazartesi @Worldometers #lock…",FALSE,0,NA,2021-01-18 12:22:04,FALSE,NA,"1351142812117577733",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehmetemin2112",1,TRUE,FALSE,NA,NA
"348","RT @IlkhaAgency: Turkey’s coronavirus death toll rises to 23,997 #Turkey #CoronavirusPandemic @drfahrettinkoca #Sinovac  #Pfizer #lockdown…",FALSE,0,NA,2021-01-18 12:21:57,FALSE,NA,"1351142783453704201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehmetemin2112",1,TRUE,FALSE,NA,NA
"349","RT @ChinaEmbSL: Highest int'l confidence on Chinese vaccines:

#Sinovac :
1. Turkish President @RTErdogan , 2021-1-14
2. Indonesian Preside…",FALSE,0,NA,2021-01-18 12:19:57,FALSE,NA,"1351142281013850115",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jayaniiscoco",51,TRUE,FALSE,NA,NA
"350","Turkey’s coronavirus death toll rises to 23,997 #Turkey #CoronavirusPandemic @drfahrettinkoca #Sinovac  #Pfizer… https://t.co/R5KDCiFbkF",FALSE,3,NA,2021-01-18 11:59:00,TRUE,NA,"1351137007871913989",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IlkhaAgency",1,FALSE,FALSE,NA,NA
"351","Question: why does the PH have a confidentiality agreement with China while all other countries dealing with them a… https://t.co/xOMO0uSANf",FALSE,6,NA,2021-01-18 11:57:57,TRUE,NA,"1351136744712904707",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GilbertCRemulla",1,FALSE,FALSE,NA,NA
"352","RT @shen_shiwei: #Turkey has begun its roll-out of a coronavirus #vaccine from #China’s #Sinovac Biotech, starting with health workers. Tur…",FALSE,0,NA,2021-01-18 11:57:33,FALSE,NA,"1351136642770366464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ansari_sameer_3",20,TRUE,FALSE,NA,NA
"353","lets all remember #COVIDー19 #COVID19 is just one of the viruses we will live with forever, lets not forget the rest… https://t.co/ebQNjPZdZc",FALSE,0,NA,2021-01-18 11:45:24,TRUE,NA,"1351133586376826880",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Smile_with_Ike",0,FALSE,FALSE,NA,NA
"354","Coronavirus worldwide: The number of confirmed cases reaches 95,491,215 #CoronaVac #Sinovac #pazartesi… https://t.co/4Ygs2xgkVP",FALSE,3,NA,2021-01-18 11:32:00,TRUE,NA,"1351130213535657984",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IlkhaAgency",1,FALSE,FALSE,NA,NA
"355","Getting vaccines from both #Turkey ( #Sinovac ) and the #EU ( #PfizerBioNTech ) is a huge opportunity for the… https://t.co/mgD7RPXZAM",FALSE,2,NA,2021-01-18 11:29:15,TRUE,NA,"1351129522431807493",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NihatAgdac",0,FALSE,FALSE,NA,NA
"356","The #SãoPaulo Government and #Butantan Institute revealed that the #Sinovac COVID-19 #vaccine is 15.6% less effecti… https://t.co/iYuQ5FzjOa",FALSE,0,NA,2021-01-18 11:29:00,TRUE,NA,"1351129458233782279",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OpenAccessGov",0,FALSE,FALSE,NA,NA
"357","AstraZeneca wins approval for its COVID-19 vaccine in Pakistan and Brazil. 
#AstraZeneca #DRAP #Pakistan… https://t.co/witwqK0L13",FALSE,0,NA,2021-01-18 11:28:44,TRUE,NA,"1351129390558687234",NA,"<a href=""http://invezz.com"" rel=""nofollow"">iNVEZZ</a>","InvezzPortal",0,FALSE,FALSE,NA,NA
"358","AstraZeneca wins approval for its COVID-19 vaccine in Pakistan and Brazil. 
#AstraZeneca #DRAP #Pakistan… https://t.co/tBs7IkRUWE",FALSE,0,NA,2021-01-18 11:28:19,TRUE,NA,"1351129285432635392",NA,"<a href=""http://invezz.com"" rel=""nofollow"">iNVEZZ</a>","InvezzPortal",0,FALSE,FALSE,NA,NA
"359","Senator Panfilo Lacson's privilege speech on PH's acquisition of COVID-1... #sinovac https://t.co/4k7m6CN0dP via @YouTube",FALSE,0,NA,2021-01-18 11:27:03,FALSE,NA,"1351128968636854278",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nicdevera",0,FALSE,FALSE,NA,NA
"360","#Covid: Brazil approves and rolls out #AstraZeneca and #Sinovac vaccines - BBC News https://t.co/z8ECnajIBc",FALSE,0,NA,2021-01-18 10:46:17,FALSE,NA,"1351118709939724292",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sollencia",0,FALSE,FALSE,NA,NA
"361","Brazil started to roll out China's Sinovac COVID-19 vaccine on Sunday, shortly after the country's health regulator… https://t.co/6ZGe0A4EAk",FALSE,0,NA,2021-01-18 10:33:09,TRUE,NA,"1351115403976724481",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShanghaiEye",0,FALSE,FALSE,NA,NA
"362","#Brazil started to roll out China's #Sinovac #COVID19 vaccine on Sunday, shortly after the country's health regulat… https://t.co/RrOoZtERn9",FALSE,2,NA,2021-01-18 10:08:35,TRUE,NA,"1351109220272386052",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CGTNGlobalBiz",0,FALSE,FALSE,NA,NA
"363","#Brazil approves #AstraZeneca and Chinese coronavirus vaccines #SinoVac
Vaccination programme begins after green li… https://t.co/8NSjswG4l4",FALSE,0,NA,2021-01-18 10:05:36,TRUE,NA,"1351108468808290311",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","thenikkei_com",0,FALSE,FALSE,NA,NA
"364","Which #Covid-19 vaccination, if any, would you prefer to take? Feel free to elaborate on the matter below in the co… https://t.co/AOtpLO9uYL",FALSE,3,NA,2021-01-18 09:59:38,TRUE,NA,"1351106967809495040",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RasdLtd",2,FALSE,FALSE,NA,NA
"365","RT @China2ASEAN: --In #Indonesia, President #Jokowi received 1st dose of China's #Sinovac vaccine on 13 Jan. Kicking off the national immun…",FALSE,0,NA,2021-01-18 09:47:07,FALSE,NA,"1351103820290531328",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Info_Java_",2,TRUE,FALSE,NA,NA
